,District,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
109,NAGAUR,21134,0.0423,0.7696,0.261725,0.1093285,0.0119527,0.3163,0.5204,0.2278,0.0423,0.1802,2017,Rabi       ,64949,165199,2.543518761,21134,0.029,0.7825,0.2795154,0.1037666,0.0107675,0.3352,0.5356,0.2483,0.029,0.2016,21134,0.028,0.5446,0.1689767,0.0736501,0.0054243,0.2014,0.3301,0.1444,0.028,0.1156,21134,0.0156,0.5631,0.175605,0.0674526,0.0045499,0.2095,0.3368,0.1549,0.0156,0.124625
111,NAGAUR,21134,-0.0014,0.6541,0.2369003,0.0826837,0.0068366,0.2635,0.3834,0.2159,0.0648,0.1833,2018,Rabi       ,53677,142533,2.655383125,21134,-0.0129,0.6901,0.2444003,0.0753312,0.0056748,0.2726,0.3901,0.2303,0.0768,0.1942,21134,-0.0012,0.497,0.1606449,0.0580243,0.0033668,0.1774,0.2584,0.1445,0.0439,0.1234,21134,-0.0117,0.4931,0.1618688,0.051162,0.0026176,0.1795,0.2564,0.1514,0.0518,0.1282
113,NAGAUR,21134,0.0279,0.7199,0.241966,0.0934414,0.0087313,0.2752,0.4156,0.2166,0.0451,0.1816,2019,Rabi       ,51378,145883,2.839405971,21134,-0.013,0.6097,0.2343003,0.0699509,0.0048931,0.2632,0.3752,0.2204,0.0767,0.188525,21134,0.0191,0.5433,0.1632766,0.0667242,0.0044521,0.1841,0.2805,0.14375,0.0257,0.1198,21134,-0.012,0.4119,0.1493369,0.0456431,0.0020833,0.167,0.2394,0.1402,0.0497,0.1187
115,PALI,14971,-0.1988,0.7363,0.2327789,0.0581054,0.0033762,0.2505,0.3307,0.2178,0.1243,0.197,2001,Rabi       ,51527,74074,1.437576416,14969,-0.0018,0.7443,0.2464369,0.0590894,0.0034916,0.2695,0.3618,0.2326,0.1187,0.2079,14971,-0.0474,0.582,0.1523831,0.0381989,0.0014592,0.161,0.2075,0.1424,0.0835,0.13,14969,-0.0006,0.5793,0.1552188,0.0365624,0.0013368,0.1663,0.2166,0.1467,0.0849,0.1326
117,PALI,14971,-0.1733,0.7966,0.2684132,0.0777251,0.0060412,0.295,0.4118,0.246,0.1144,0.2171,2002,Rabi       ,68178,113534,1.665258588,14967,-0.0627,0.7728,0.2813963,0.0760714,0.0057869,0.30955,0.4281,0.2606,0.115,0.23035,14971,-0.0752,0.6381,0.1757819,0.0525385,0.0027603,0.1874,0.2528,0.1602,0.0857,0.1438,14967,-0.0226,0.5409,0.1798634,0.0493479,0.0024352,0.19345,0.2599,0.1671,0.0843,0.1491
119,PALI,14971,0.1098,0.6036,0.1943402,0.0494304,0.0024434,0.2093,0.2763,0.1853,0.1098,0.1646,2003,Rabi       ,29431,61032,2.073731779,14971,0.1183,0.6683,0.2102867,0.0485047,0.0023527,0.2298,0.3058,0.2014,0.1183,0.179,14971,0.0672,0.4308,0.1314304,0.030069,0.0009041,0.1401,0.1789,0.1263,0.0756,0.1142,14971,0.0702,0.4688,0.1331011,0.0277536,0.0007703,0.143,0.1832,0.128,0.0766,0.11615
121,PALI,14970,-0.1344,0.6691,0.2546829,0.0554034,0.0030695,0.2762,0.3644,0.2401,0.1356,0.2174,2004,Rabi       ,38801,79685,2.053684183,14971,-0.1134,0.693,0.2686325,0.0593392,0.0035211,0.2945,0.3957,0.2542,0.1366,0.227,14970,-0.0339,0.4702,0.1720319,0.0365737,0.0013376,0.1853,0.2411,0.1639,0.0989,0.1481,14971,-0.0244,0.4905,0.1767232,0.0376046,0.0014141,0.1934,0.2576,0.1691,0.0888,0.1506
123,PALI,14971,0.0608,0.6755,0.2336115,0.0482869,0.0023316,0.25435,0.3331,0.2243,0.1322,0.2018,2005,Rabi       ,25553,43649,1.708175165,14971,-0.0141,0.7125,0.2515423,0.0559715,0.0031328,0.278,0.3753,0.2396,0.1411,0.2131,14971,0.0215,0.4749,0.1500922,0.0308614,0.0009524,0.162,0.2094,0.1446,0.0841,0.1304,14971,-0.0033,0.5071,0.1590363,0.0342114,0.0011704,0.1727,0.227,0.1526,0.0915,0.1365
125,PALI,14971,-0.1815,0.6582,0.2371236,0.0522145,0.0027264,0.2543,0.3288,0.2232,0.1326,0.2046,2006,Rabi       ,28652,37038,1.292684629,14971,-0.1228,0.6901,0.2575267,0.0644853,0.0041584,0.2788,0.3728,0.2399,0.1342,0.2161,14971,-0.0276,0.4823,0.158343,0.0332945,0.0011085,0.1689,0.2151,0.1507,0.0954,0.1381,14971,-0.025,0.5268,0.1701226,0.0401185,0.0016095,0.184,0.2428,0.1607,0.0918,0.1448
127,PALI,14971,-0.1899,0.8051,0.2841273,0.0948549,0.0089975,0.32225,0.4781,0.2575,0.0836,0.2183,2007,Rabi       ,77550,149111,1.922772405,14969,-0.1912,0.7622,0.3006108,0.1013391,0.0102696,0.3466,0.5231,0.2726,0.0562,0.2289,14971,-0.0406,0.6612,0.1828252,0.0575522,0.0033123,0.2014,0.2869,0.1684,0.0587,0.1443,14969,-0.0857,0.5538,0.196099,0.0646495,0.0041796,0.2191,0.3189,0.1803,0.0539,0.1525
129,PALI,14971,-0.166,0.8216,0.2796824,0.0965237,0.0093168,0.3128,0.4573,0.2502,0.104,0.2164,2008,Rabi       ,69452,131968,1.900132466,14969,-0.1723,0.7932,0.2967575,0.1057447,0.0111819,0.3361,0.5,0.2647,0.0621,0.2264,14971,-0.0307,0.6929,0.1870834,0.0680291,0.004628,0.203,0.2924,0.1666,0.0542,0.1433,14969,-0.0735,0.6282,0.1924739,0.0723465,0.005234,0.2108,0.3071,0.1714,0.0539,0.1466
131,PALI,14971,0.0932,0.7004,0.2237839,0.0444194,0.0019731,0.2401,0.3062,0.2137,0.1301,0.196,2009,Rabi       ,30185,51077,1.692131854,14971,0.106,0.7204,0.2540287,0.0610862,0.0037315,0.2798,0.3792,0.2389,0.1147,0.2135,14971,0.0493,0.5012,0.1455475,0.0274168,0.0007517,0.1553,0.195,0.1405,0.0893,0.1288,14971,0.0556,0.5137,0.1607769,0.0379599,0.001441,0.174,0.2307,0.1523,0.0809,0.1362
133,PALI,14971,-0.08,0.5751,0.2107739,0.0444561,0.0019763,0.228,0.2976,0.2023,0.1125,0.1816,2010,Rabi       ,24350,48213,1.98,14971,-0.1488,0.6201,0.2280796,0.0529969,0.0028087,0.2499,0.3367,0.217,0.1077,0.192,14971,-0.0181,0.3942,0.1374349,0.0279066,0.0007788,0.15045,0.1986,0.1318,0.0709,0.1183,14971,-0.0292,0.4254,0.1429337,0.032658,0.0010665,0.1586,0.217,0.1359,0.0691,0.1196
135,PALI,14971,-0.0623,0.7903,0.3336816,0.0958407,0.0091854,0.3784,0.5451,0.3121,0.1028,0.2672,2011,Rabi       ,80115,145154,1.811820508,14971,-0.1064,0.7628,0.3340625,0.0926921,0.0085918,0.37745,0.5396,0.3121,0.1155,0.2693,14971,-0.0132,0.5736,0.2078074,0.0635076,0.0040332,0.2312,0.3284,0.1935,0.0733,0.1664,14971,-0.019,0.5683,0.200399,0.0546164,0.002983,0.2231,0.3116,0.1884,0.0756,0.1641
137,PALI,14971,-0.0876,0.7325,0.2827272,0.0806202,0.0064996,0.3133,0.4406,0.2581,0.1207,0.2283,2012,Rabi       ,48464,107092,2.209722681,14971,-0.1868,0.7449,0.3107323,0.0866605,0.00751,0.349,0.4982,0.2863,0.124,0.2495,14971,-0.0203,0.5123,0.1887878,0.0519168,0.0026954,0.2064,0.2842,0.1755,0.0773,0.1544,14971,-0.0353,0.5197,0.2023151,0.052074,0.0027117,0.2237,0.3079,0.1909,0.0847,0.1674
139,PALI,14971,-0.0866,0.8292,0.31347,0.0942617,0.0088853,0.3598,0.5309,0.2904,0.0871,0.2455,2013,Rabi       ,57098,144534,2.531332096,14971,-0.1357,0.7929,0.3273897,0.092288,0.0085171,0.37635,0.5522,0.3073,0.0975,0.2591,14971,-0.0195,0.7183,0.2110448,0.0649253,0.0042153,0.2372,0.3432,0.1969,0.0804,0.1665,14971,-0.0482,0.6415,0.2156783,0.059967,0.003596,0.24255,0.3458,0.2047,0.0719,0.1737
141,PALI,14971,0.1178,0.7507,0.3052013,0.0755723,0.0057112,0.3433,0.4822,0.2881,0.1178,0.2506,2014,Rabi       ,47446,129758,2.734856468,14969,-0.0434,0.746,0.3344166,0.0829304,0.0068775,0.3794,0.5379,0.3176,0.118,0.2737,14971,0.0378,0.5503,0.1924447,0.0483889,0.0023415,0.2121,0.2913,0.1812,0.0851,0.1593,14969,-0.0161,0.5483,0.2090563,0.0522847,0.0027337,0.2339,0.3269,0.198,0.0814,0.1718
143,PALI,14971,-0.0791,0.7777,0.2867823,0.0712607,0.0050781,0.3199,0.4476,0.27,0.1088,0.2346,2015,Rabi       ,49826,99960,2.006181512,14971,-0.188,0.7967,0.3150077,0.0790605,0.0062506,0.356,0.5063,0.2971,0.1124,0.2558,14971,-0.0126,0.6164,0.1869744,0.0456575,0.0020846,0.2066,0.2835,0.1774,0.0846,0.1553,14971,-0.0223,0.6262,0.204209,0.0493547,0.0024359,0.2307,0.3256,0.1962,0.0756,0.1674
145,PALI,14971,-0.0316,0.8153,0.2995694,0.0975865,0.0095231,0.3403,0.5048,0.2734,0.1084,0.2306,2016,Rabi       ,61193,157499,2.573807462,14971,-0.1945,0.8085,0.3154844,0.1025401,0.0105145,0.36455,0.5501,0.2886,0.0578,0.2408,14971,-0.0082,0.6164,0.1975715,0.0652719,0.0042604,0.2178,0.3135,0.1815,0.0692,0.154,14971,-0.0681,0.5956,0.2064626,0.0685366,0.0046973,0.2321,0.3411,0.1906,0.0606,0.1594
147,PALI,14969,-0.1677,0.8072,0.3490553,0.1018136,0.010366,0.397,0.5748,0.3266,0.1153,0.2781,2017,Rabi       ,92531,265876,2.873372167,14961,-0.1644,0.8378,0.3876643,0.108216,0.0117107,0.4465,0.6504,0.3664,0.1172,0.3096,14969,-0.0511,0.6033,0.2227088,0.0679788,0.0046211,0.2489,0.3568,0.2069,0.0703,0.1769,14961,-0.0417,0.5825,0.2425649,0.0705937,0.0049835,0.275,0.3958,0.2272,0.0738,0.1943
149,PALI,14971,-0.105,0.8168,0.3297397,0.1000451,0.010009,0.3718,0.5401,0.3044,0.104,0.2596,2018,Rabi       ,82074,216513,2.638021785,14970,-0.1986,0.8494,0.3702728,0.1134194,0.012864,0.428475,0.641,0.3476,0.0888,0.2867,14971,-0.0428,0.6028,0.2182839,0.0691338,0.0047795,0.2404,0.3418,0.2,0.0772,0.1728,14970,-0.0878,0.6399,0.242086,0.0758397,0.0057517,0.2727,0.3973,0.226,0.0702,0.1895
151,PALI,14971,0.0741,0.7104,0.2836173,0.0705267,0.004974,0.3196,0.4513,0.2695,0.1146,0.2317,2019,Rabi       ,50085,146542,2.925866028,14971,-0.0822,0.708,0.2928303,0.0731107,0.0053452,0.3349,0.4826,0.2784,0.0911,0.2363,14971,0.02,0.5463,0.1874068,0.0470345,0.0022122,0.2065,0.2831,0.179,0.0813,0.1554,14971,-0.0194,0.4647,0.1816289,0.0441123,0.0019459,0.2031,0.2833,0.1754,0.0721,0.1496
153,RAJSAMAND,5703,0.101,0.596,0.2149445,0.0402531,0.0016203,0.2308,0.2939,0.2069,0.1258,0.1887,2001,Rabi       ,3342,7208,2.15679234,5703,0.1028,0.596,0.2350886,0.0472469,0.0022323,0.2542,0.3298,0.2255,0.1295,0.2038,5703,0.066,0.4222,0.1335675,0.0236543,0.0005595,0.145,0.1846,0.1303,0.0812,0.1183,5703,0.042,0.4222,0.1387539,0.0247271,0.0006114,0.1518,0.1962,0.135,0.0785,0.1222
155,RAJSAMAND,5703,0.0416,0.6202,0.2694692,0.0524194,0.0027478,0.29115,0.3727,0.2584,0.1552,0.2367,2002,Rabi       ,15369,42099,2.739215304,5703,0.1256,0.6473,0.2847402,0.0524963,0.0027559,0.30785,0.3934,0.2748,0.1676,0.2508,5703,0.0127,0.4879,0.1666341,0.0370882,0.0013755,0.17645,0.2232,0.1597,0.0982,0.1451,5703,0.0451,0.4879,0.1708653,0.0332865,0.001108,0.183,0.2308,0.1651,0.1033,0.1509
157,RAJSAMAND,5703,0.088,0.5715,0.2115113,0.0384973,0.001482,0.2277,0.2893,0.2057,0.1288,0.1866,2003,Rabi       ,1482,3158,2.130904184,5703,0.1076,0.5145,0.2341465,0.0370714,0.0013743,0.2515,0.3138,0.2307,0.1483,0.2099,5703,0.0487,0.3872,0.1277634,0.0203771,0.0004152,0.1386,0.1729,0.1261,0.0803,0.115,5703,0.062,0.3098,0.1359566,0.0182237,0.0003321,0.147,0.1809,0.1355,0.0898,0.1241
159,RAJSAMAND,5703,0.1054,0.6047,0.2507254,0.0458359,0.0021009,0.27065,0.3443,0.2419,0.1484,0.2215,2004,Rabi       ,5376,15020,2.79389881,5703,0.1087,0.568,0.2625231,0.0487076,0.0023724,0.2832,0.3612,0.253,0.1551,0.23115,5703,0.0809,0.4235,0.1561227,0.0269162,0.0007245,0.1673,0.2079,0.1517,0.0999,0.14,5703,0.0661,0.3924,0.1622818,0.027445,0.0007532,0.1748,0.2198,0.158,0.0998,0.1448
161,RAJSAMAND,5703,0.1025,0.6536,0.2453969,0.0436452,0.0019049,0.26625,0.3415,0.2363,0.1415,0.21595,2005,Rabi       ,3293,9348,2.838748861,5703,0.1063,0.6565,0.2713327,0.0501793,0.002518,0.299,0.393,0.2613,0.1469,0.2356,5703,0.0838,0.4449,0.1508383,0.0275512,0.0007591,0.1626,0.2065,0.1453,0.0957,0.13325,5703,0.0758,0.4643,0.1624802,0.0304464,0.000927,0.17695,0.2291,0.156,0.0903,0.142
163,RAJSAMAND,5703,-0.0303,0.74,0.288119,0.0603322,0.00364,0.3108,0.4014,0.2759,0.1612,0.2502,2006,Rabi       ,16323,45077,2.761563438,5703,0.1212,0.7264,0.3098677,0.0599919,0.003599,0.3373,0.4376,0.2991,0.1791,0.27,5703,-0.0094,0.5838,0.1832925,0.0426395,0.0018181,0.1939,0.2456,0.1739,0.1082,0.1594,5703,0.0341,0.5542,0.1925383,0.0386472,0.0014936,0.2049,0.2568,0.1858,0.1183,0.1702
165,RAJSAMAND,5703,-0.1453,0.7918,0.3474972,0.0808697,0.0065399,0.3806,0.5075,0.3308,0.1722,0.2956,2007,Rabi       ,36704,116996,3.18755449,5703,-0.1503,0.753,0.3532041,0.0721528,0.005206,0.3875,0.5081,0.3421,0.1876,0.30695,5703,-0.0194,0.6274,0.2141687,0.0602544,0.0036306,0.2301,0.3084,0.1982,0.1055,0.17785,5703,-0.0341,0.5861,0.2134053,0.0487991,0.0023813,0.22985,0.2982,0.2035,0.1162,0.1841
167,RAJSAMAND,5703,-0.126,0.7823,0.3206327,0.0795121,0.0063222,0.35045,0.4712,0.303,0.1569,0.2697,2008,Rabi       ,34420,107093,3.111359675,5701,0.0343,0.7875,0.3315356,0.0696894,0.0048566,0.3641,0.48,0.3186,0.1727,0.2868,5703,-0.0201,0.5875,0.2046083,0.05847,0.0034187,0.2218,0.3016,0.1902,0.093,0.1684,5701,0.0087,0.5314,0.2031505,0.0468493,0.0021949,0.2216,0.2941,0.1941,0.1023,0.1731
169,RAJSAMAND,5703,-0.0118,0.6538,0.2521779,0.0492437,0.0024249,0.2762,0.3608,0.2435,0.1348,0.2196,2009,Rabi       ,12069,26966,2.234319331,5703,0.0484,0.6571,0.2813719,0.0548174,0.0030049,0.3128,0.416,0.2715,0.1409,0.2438,5703,-0.0031,0.4522,0.1527701,0.0332369,0.0011047,0.1661,0.2177,0.1465,0.0803,0.13165,5703,0.0094,0.4562,0.1655879,0.036288,0.0013168,0.1818,0.2418,0.1586,0.0832,0.1417
171,RAJSAMAND,5703,0.1111,0.7275,0.2456664,0.0455771,0.0020773,0.2688,0.3488,0.2393,0.1376,0.2151,2010,Rabi       ,6461,16811,2.601919208,5703,0.101,0.7275,0.2764554,0.0528858,0.0027969,0.3052,0.4005,0.2699,0.1444,0.2407,5703,0.0509,0.5041,0.1473322,0.0277633,0.0007708,0.1596,0.2033,0.1428,0.0875,0.1303,5703,0.0485,0.5041,0.1603561,0.0315013,0.0009923,0.1749,0.2266,0.1548,0.0894,0.1403
173,RAJSAMAND,5703,0.0936,0.8486,0.3889618,0.0840404,0.0070628,0.4332,0.5849,0.3766,0.1806,0.33205,2011,Rabi       ,31898,104462,3.274876168,5703,-0.0564,0.7657,0.3943415,0.0769568,0.0059223,0.4379,0.5831,0.3851,0.1959,0.3408,5703,0.0116,0.6334,0.2288197,0.0615773,0.0037918,0.2524,0.3471,0.2151,0.0945,0.1892,5703,-0.0048,0.4949,0.2137805,0.0442849,0.0019612,0.23685,0.3161,0.2065,0.105,0.18395
175,RAJSAMAND,5703,-0.0317,0.7368,0.33831,0.0669037,0.0044761,0.36905,0.4806,0.3282,0.1854,0.2946,2012,Rabi       ,32314,100979,3.124930371,5703,-0.0938,0.7176,0.3647676,0.0617407,0.0038119,0.3993,0.5115,0.3593,0.2147,0.3245,5703,-0.0049,0.5294,0.2159,0.0483093,0.0023338,0.2341,0.3069,0.2059,0.1129,0.18555,5703,-0.0111,0.4449,0.220279,0.0364859,0.0013312,0.23925,0.3027,0.2163,0.1337,0.1969
177,RAJSAMAND,5703,-0.1662,0.78,0.363975,0.0724051,0.0052425,0.3986,0.5212,0.3524,0.2004,0.3166,2013,Rabi       ,33480,110290,3.294205496,5703,-0.1293,0.6461,0.3587582,0.0593279,0.0035198,0.3905,0.4961,0.3515,0.2148,0.3201,5703,-0.0174,0.58,0.2322298,0.0531386,0.0028237,0.25355,0.3356,0.2213,0.1171,0.1987,5703,-0.015,0.4186,0.2174662,0.03386,0.0011465,0.2364,0.2964,0.2141,0.1366,0.1964
179,RAJSAMAND,5703,-0.0519,0.7469,0.3637346,0.0775994,0.0060217,0.4018,0.5388,0.3495,0.1763,0.3104,2014,Rabi       ,30675,89919,2.931344743,5703,-0.0089,0.7352,0.3800404,0.0688554,0.0047411,0.4191,0.5465,0.3695,0.207,0.3339,5703,-0.0088,0.5609,0.2089426,0.0588101,0.0034586,0.2304,0.3209,0.1933,0.0931,0.1697,5703,-0.0014,0.4668,0.2174374,0.0443784,0.0019694,0.23775,0.3133,0.2102,0.112,0.1873
181,RAJSAMAND,5703,0.0955,0.8115,0.3422479,0.0759278,0.005765,0.3741,0.4972,0.3274,0.1687,0.2919,2015,Rabi       ,29541,69577,2.355268948,5703,0.0885,0.7672,0.3677922,0.0683417,0.0046706,0.4032,0.5249,0.3574,0.2025,0.32185,5703,0.021,0.5894,0.2057107,0.0538374,0.0028985,0.2224,0.2985,0.1936,0.1018,0.17165,5703,0.0195,0.5015,0.2094023,0.0416385,0.0017338,0.2279,0.2969,0.2017,0.1128,0.1818
183,RAJSAMAND,5703,0.0959,0.703,0.3145992,0.0635298,0.004036,0.3444,0.4525,0.3021,0.1699,0.2721,2016,Rabi       ,25946,71148,2.742156787,5703,-0.0844,0.6472,0.3292907,0.0577614,0.0033364,0.35945,0.463,0.3204,0.187,0.2904,5703,0.0286,0.4927,0.1936101,0.0422131,0.0017819,0.20895,0.2717,0.1853,0.1044,0.167,5703,-0.0144,0.46,0.1992212,0.0339622,0.0011534,0.2153,0.2724,0.1945,0.1219,0.1772
185,RAJSAMAND,5703,-0.1809,0.8086,0.3672745,0.0898239,0.0080683,0.4039,0.547,0.3477,0.1691,0.30835,2017,Rabi       ,32458,105559,3.252172038,5703,-0.1022,0.8079,0.3928416,0.0797682,0.006363,0.4335,0.5736,0.3789,0.2016,0.3395,5703,-0.0301,0.5875,0.2211823,0.0649989,0.0042249,0.2415,0.3333,0.2023,0.0944,0.1803,5703,-0.0237,0.57,0.2317428,0.0530989,0.0028195,0.2542,0.3395,0.2211,0.1139,0.1972
187,RAJSAMAND,5703,-0.1442,0.7841,0.3474361,0.0803838,0.0064616,0.3764,0.4969,0.3304,0.1758,0.29585,2018,Rabi       ,34327,112397,3.274303027,5702,-0.1818,0.7776,0.3851665,0.0774765,0.0060026,0.422575,0.5551,0.3728,0.2026,0.3342,5703,-0.0146,0.5487,0.213289,0.0575198,0.0033085,0.23035,0.3102,0.1973,0.0986,0.1771,5702,-0.0126,0.5138,0.2270884,0.0487336,0.002375,0.249,0.3297,0.2184,0.115,0.1952
189,RAJSAMAND,5703,0.1025,0.6973,0.3242863,0.0627955,0.0039433,0.35075,0.4516,0.3102,0.1827,0.2835,2019,Rabi       ,22479,66677,2.966190667,5703,-0.1675,0.6184,0.3333491,0.0517889,0.0026821,0.3625,0.4581,0.3245,0.2087,0.2987,5703,0.0215,0.506,0.1963826,0.0466215,0.0021736,0.2114,0.279,0.1843,0.0991,0.1663,5703,-0.022,0.4107,0.1939611,0.0327657,0.0010736,0.2094,0.2653,0.1877,0.1176,0.1721
191,SAWAI MADHOPUR,5783,0.1245,0.7972,0.3483898,0.1162948,0.0135245,0.42,0.6595,0.3182,0.1245,0.2588,2001,Rabi       ,66197,111612,1.686058281,5783,-0.0483,0.7742,0.3785793,0.1210313,0.0146486,0.4686,0.7471,0.3522,0.1127,0.2826,5783,0.074,0.6374,0.231625,0.0894822,0.0080071,0.28615,0.474,0.2057,0.074,0.1609,5783,-0.0246,0.5841,0.2504422,0.0931126,0.00867,0.3175,0.5312,0.226,-0.0246,0.1745
193,SAWAI MADHOPUR,5783,0.0666,0.83,0.403027,0.1366081,0.0186618,0.5055,0.818,0.3803,0.0666,0.29015,2002,Rabi       ,62102,116887,1.882177708,5783,-0.1997,0.7948,0.4185013,0.1363141,0.0185815,0.52035,0.7948,0.4001,0.1242,0.3042,5783,0.0307,0.6028,0.2662172,0.102133,0.0104312,0.34275,0.586,0.2489,0.0307,0.1782,5783,-0.0822,0.6229,0.2826077,0.1074562,0.0115468,0.3621,0.6111,0.2646,-0.0326,0.1898
195,SAWAI MADHOPUR,5783,0.087,0.7939,0.28946,0.1168281,0.0136488,0.3403,0.5455,0.2559,0.087,0.20345,2003,Rabi       ,54227,82843,1.5277076,5783,0.0303,0.7824,0.3087914,0.1186836,0.0140858,0.3649,0.5824,0.2766,0.0303,0.2199,5783,0.0516,0.6336,0.1897028,0.0856747,0.0073401,0.22555,0.3711,0.1601,0.0516,0.1284,5783,0.011,0.5967,0.1950625,0.0877096,0.007693,0.23215,0.3792,0.1643,0.011,0.1338
197,SAWAI MADHOPUR,5783,0.1254,0.8105,0.4008081,0.1302199,0.0169572,0.49325,0.7879,0.3868,0.1254,0.295,2004,Rabi       ,60948,130252,2.137100479,5783,0.1109,0.7914,0.4343451,0.1342394,0.0180202,0.53495,0.7914,0.424,0.1109,0.32565,5783,0.0601,0.577,0.2617645,0.0963753,0.0092882,0.3302,0.5564,0.2525,0.0601,0.1788,5783,0.0609,0.5719,0.2739281,0.0977272,0.0095506,0.3449,0.5719,0.2658,0.0609,0.1883
199,SAWAI MADHOPUR,5783,0.1081,0.7603,0.4111697,0.1328512,0.0176495,0.50985,0.7603,0.4077,0.1081,0.30095,2005,Rabi       ,44021,78218,1.776833784,5783,-0.0111,0.7749,0.4803576,0.1482941,0.0219911,0.60035,0.7749,0.4901,-0.0111,0.355,5783,0.0578,0.6014,0.2774747,0.1033263,0.0106763,0.35095,0.5755,0.274,0.0578,0.1843,5783,-0.0062,0.5846,0.3215403,0.1178876,0.0138975,0.41415,0.5846,0.3293,-0.0062,0.2101
201,SAWAI MADHOPUR,5783,0.1184,0.8192,0.3849739,0.1209529,0.0146296,0.4645,0.7204,0.3595,0.1184,0.29195,2006,Rabi       ,44491,90111,2.025375919,5783,0.1161,0.7959,0.4489992,0.1387388,0.0192485,0.5562,0.7959,0.4406,0.1161,0.33745,5783,0.0563,0.5866,0.2610628,0.0942744,0.0088877,0.32425,0.5307,0.2427,0.0563,0.18445,5783,0.0647,0.5992,0.3021052,0.1083936,0.0117492,0.3844,0.5992,0.2942,0.0647,0.2099
203,SAWAI MADHOPUR,5783,0.0867,0.7877,0.3614825,0.1268442,0.0160895,0.43945,0.7045,0.3275,0.0867,0.26215,2007,Rabi       ,42351,118521,2.798540766,5783,0.0833,0.8306,0.4144861,0.1398504,0.0195581,0.50975,0.8115,0.3898,0.0833,0.30605,5783,0.047,0.5779,0.2322856,0.0925103,0.0085581,0.28855,0.4797,0.2028,0.047,0.161,5783,0.0444,0.6716,0.2825932,0.112189,0.0125864,0.35635,0.6017,0.2624,0.0444,0.1909
205,SAWAI MADHOPUR,5783,0.093,0.7757,0.3665408,0.1293179,0.0167231,0.4549,0.7369,0.3277,0.093,0.26555,2008,Rabi       ,45688,118179,2.58665295,5783,0.0866,0.8218,0.3968125,0.1380235,0.0190505,0.49075,0.7924,0.3629,0.0866,0.28705,5783,0.0483,0.6194,0.2505023,0.1021992,0.0104447,0.31775,0.5405,0.2182,0.0483,0.16845,5783,0.0416,0.6309,0.2632676,0.108258,0.0117198,0.33255,0.5675,0.2348,0.0416,0.17565
207,SAWAI MADHOPUR,5783,0.1209,0.7967,0.412955,0.1295482,0.0167827,0.5018,0.7887,0.3919,0.1209,0.3104,2009,Rabi       ,53450,164400,3.075771749,5783,-0.1068,0.8266,0.4869015,0.1409518,0.0198674,0.5965,0.8266,0.4851,0.0963,0.37285,5783,0.0602,0.6347,0.2701291,0.0993594,0.0098723,0.3327,0.5486,0.256,0.0602,0.1881,5783,-0.0405,0.612,0.3195664,0.115517,0.0133442,0.4085,0.612,0.3157,-0.0405,0.21685
209,SAWAI MADHOPUR,5783,0.1435,0.8079,0.4317109,0.1284208,0.0164919,0.51975,0.7971,0.4255,0.1435,0.33095,2010,Rabi       ,61185,213165,3.483942143,5783,0.1244,0.836,0.5130304,0.1394612,0.0194494,0.62545,0.836,0.5182,0.1244,0.4072,5783,0.0786,0.5883,0.2708431,0.0948966,0.0090054,0.3361,0.5552,0.2684,0.0786,0.18735,5783,0.0588,0.6622,0.3347986,0.1147839,0.0131753,0.4233,0.6622,0.3393,0.0588,0.23045
211,SAWAI MADHOPUR,5783,-0.043,0.8705,0.5353247,0.1396295,0.0194964,0.64045,0.8705,0.5525,0.1597,0.42985,2011,Rabi       ,84191,291368,3.460797472,5780,-0.0814,0.8095,0.5336572,0.1261405,0.0159114,0.633425,0.8095,0.5524,0.1585,0.4427,5783,-0.0177,0.7293,0.3628621,0.1218221,0.0148406,0.4527,0.7293,0.3786,-0.0177,0.25585,5780,-0.0283,0.6544,0.3486727,0.1078543,0.0116326,0.4346,0.6544,0.3586,0.0455,0.257275
213,SAWAI MADHOPUR,5783,-0.1887,0.8032,0.4487697,0.1186652,0.0140814,0.5336,0.7996,0.4469,0.1158,0.35615,2012,Rabi       ,70125,230402,3.285590018,5781,-0.0991,0.8165,0.5145865,0.1266775,0.0160472,0.6145,0.8165,0.5211,0.1487,0.4202,5783,-0.09,0.5901,0.2884604,0.0934437,0.0087317,0.3563,0.5714,0.2876,0.0593,0.2086,5781,-0.0389,0.6955,0.3491903,0.1119672,0.0125366,0.4384,0.6955,0.3515,-0.0137,0.2538
